categoryID,round,category,categoryComment,categoryAssigned,subcategoryAssigned
4646,2,OPERA CHARACTERS,,Culture,Theatre
4649,2,COLA,,Business,Brands
4650,3,NOVEL INSPIRATIONS,,Language,Literature
4654,1,GOING TO THE DOGS,,Nature,Pets
4657,2,POETS & POETRY,,Language,Literature
4668,1,BEAN,,Culture,Food & Drink
4671,2,CREATURE FEATURES,,Entertainment,Movies & Film
4672,2,THE PLANETS,,Science,Outer Space
4674,2,FILL IN THE SHAKESPEARE TITLE,,Language,Shakespeare
4677,1,THE WAR YEARS,(Alex: We want you to identify the war.),History,War
4678,1,MUSEUMS,,Culture,Museums
4679,1,LITERARY LINGO,,Language,Literature
4685,2,SONGS FROM MUSICALS,(Alex: You have to identify the musical.),Music,Contemporary Music
4686,2,WORLD ART,,Culture,Art
4690,1,BALLET'S IN THE HOUSE,(Alex: You have to give the home city of each ballet company),Culture,Theatre
4700,2,ASSOCIATIONS,,History,Famous Women
4703,1,TEENS IN LITERATURE,,Language,Literature
4714,2,STATE OF CONFUSION,,Geography,States
4717,1,OLD HAT,,Culture,Fashion
4721,1,FOREIGN WORDS & PHRASES,,Language,Words & Word Play
4722,2,THE SKIPPER,(Alex: We will name a ship in literature; you have to name the skipper),History,Ships & Sailors
4725,2,THE MOVIE STAR,,Entertainment,Movies & Film
4728,3,U.S. CITIES,,Geography,Cities
4731,1,SELF-TITLED ALBUMS,,Music,Contemporary Music
4738,2,HISTORICAL NOVELS,,Language,Literature
4744,1,"ROCK ""G""ROUPS",,Music,Contemporary Music
4745,1,WHAT A DOG!,,Nature,Pets
4746,1,IN THE MIDDLE OF THE STATE,,Geography,States
4750,2,JOG-RAPHY,,Geography,Cities
4751,2,CLOTHES-MINDED,,Culture,Fashion
4752,2,HAIL TO THE CHIEF,,Politics,Presidents
4755,1,A WORLD OF ART,,Culture,Art
4759,1,FEMALE FLYERS,,History,Famous Women
4768,1,THE KEYSTONE STATE,,Sports,Teams
4771,1,QUOTABLE WOMEN,,History,Famous Women
4776,2,CENTURY CITY,,Geography,Cities
4783,1,BEAUTY PAGEANTRY,,History,Famous Women
4789,2,FAMOUS BUILDINGS,,Geography,Cities
4791,2,TAKE A LETTER,,Language,Literature
4793,3,THE MOONS OF URANUS,,Science,Outer Space
4798,1,C'EST CHEESE!,,Culture,Food & Drink
4799,1,COULD YOU TRANSLATE THAT FOR ME?,,Language,Phrases
4801,2,BIG-SCREEN STUMPERS,,Entertainment,The Oscars
4805,2,I AM AN ISLAND,,Geography,Islands
4807,1,FLAGS,,Other,Flags
4810,1,U.S. COINS,,Other,Money
4811,1,DRUGS,,Science,Health
4813,2,PENN. NAMES,,Geography,Cities
4817,2,LIT ON FILM,,Entertainment,Movies & Film
4824,1,CATS,,Nature,Pets
4826,2,PITTSBURGH,,Business,Companies
4828,2,YOU GOT MY LITERARY NUMBER,,Language,Literature
4830,2,WE MAKE MONEY THE OLD-FASHIONED WAY,,Business,Companies
4834,1,THEATRE,,Culture,Theatre
4835,1,CONTINENTAL HIGH POINTS,(Alex: We want you to name the continent as we give you...),Geography,Mountains
4837,1,SPACED OUT,,Science,Outer Space
4845,3,U.S. GOVERNMENT,,Entertainment,Internet
4847,1,SPORTS STARS,,Sports,Competition
4848,1,MUSIC CLASS,,Music,Classical Music
4850,1,BODIES OF WATER,,Geography,Bodies of Water
4853,2,YOUNG ACTORS & ROLES,,Entertainment,Movies & Film
4856,2,POETS & POETRY,,Language,Literature
4859,1,3 RIVERS,,Geography,Bodies of Water
4860,1,SITCOMS,,Entertainment,Television
4862,1,CREAM CHEESE,,Culture,Food & Drink
4867,2,GOVERNMENT & POLITICS,,Politics,Law
4873,1,WB TV,,Entertainment,Television
4876,1,SLOW DOWN!,,Language,Words & Word Play
4880,2,U.S. RIVERS,,Geography,Bodies of Water
4885,1,PROPS,,Entertainment,Movies & Film
4888,1,OLD SCHOOL,,Other,Colleges & Universities
4894,2,LET'S GO PARK,,Nature,Parks
4899,1,HOLIDAYS & CELEBRATIONS,,Culture,Events
4905,2,X MARKS THE SPOT,,Geography,Countries
4909,2,"PHONY.""COM""s",,Entertainment,Internet
4910,3,STATE CAPITALS,,Geography,Cities
4913,1,CELEBRITIES,,Entertainment,Movies & Film
4914,1,CHURCH & STATE,,Geography,States
4915,1,NONPOTENT POTABLES,,Business,Brands
4919,2,WILLIAM PENNED,,Language,Literature
4920,2,THE VICE PRESIDENCY,,Politics,Presidents
4921,2,THE PHILADELPHIA ORCHESTRA,,Music,Classical Music
4923,3,ANIMALS,,Nature,Zoology
4925,1,SPORTS MOVIES,,Sports,Teams
4926,1,GADGETS,,Business,Brands
4927,1,"YOU'RE THE MAN NOW, DOG!",,Nature,Pets
4928,1,STATE TREES,,Nature,Trees
4931,2,MUSIC OLDER THAN YOU,"(Alex: Older than our contestants, of course!)",Music,Contemporary Music
4932,2,TEENS IN LITERATURE,,Language,Literature
4933,2,TV NETWORKS,,Entertainment,Television
4935,2,IN THE DICTIONARY,,Language,Letters & Letter Play
4936,3,POLITICAL PARTIES,,Politics,World Leaders
4937,1,STATE CAPITALS,,Geography,Cities
4940,1,THE KIDS LOVE THAT ROCK & ROLL,,Music,Contemporary Music
4941,1,ANYTHING BUT CHEESESTEAK,,Culture,Food & Drink
4943,2,U.S. PRESIDENTS,,Politics,Presidents
4944,2,BROADWAY TEENS,,Culture,Theatre
4947,2,CORPORATE SPORTS VENUES,,Sports,Teams
4950,1,AUTHORS,,Language,Literature
4954,1,BUSINESSMEN,,Entertainment,Internet
4956,2,GONE WITH THE WIND,,Entertainment,Movies & Film
4957,2,FRANKLY,,History,Monarchies
4964,1,ANIMAL CRACKERS,,Nature,Zoology
4970,2,CONSONANTS,,Language,Letters & Letter Play
4975,3,LANGUAGES,,Language,Languages
4981,1,FOOD CROSSWORD CLUES,,Culture,Food & Drink
4982,2,GOVERNORS,,Politics,Government
4989,1,WORLD CAPITALS,,Geography,Cities
4993,1,RUSSIAN LITERATURE,,Language,Literature
4994,1,WEST WORDS,,Entertainment,Movies & Film
4997,2,TONIGHT I'M GONNA ROCK YOU TONIGHT,,Music,Contemporary Music
4999,2,GIMME SOME MONEY,,Other,Money
5002,1,CITY QUOTES,,Geography,Cities
5003,1,COUNTRY SINGERS ON FILM,,Entertainment,Movies & Film
5008,2,NATHANIEL HAWTHORNE,,Language,Literature
5010,2,OFFICIAL SEALS,,Nature,Zoology
5011,2,MOUNT RUSHMORE,,Politics,Presidents
5013,2,"THAT'S ""SWEET""",,Culture,Food & Drink
5014,3,THE EMMY AWARDS,,Entertainment,The Oscars
5018,1,STATE MOTTOES,,Geography,States
5022,2,WATCH YOUR TONGUE,,Language,Languages
5031,1,GERMAN CITIES,,Geography,Cities
5038,2,MUSICAL INSPIRATIONS,,Culture,Theatre
5042,1,THE CANDY COUNTER,,Culture,Food & Drink
5049,2,THE BODY HUMAN,,Science,Health
5050,2,21st CENTURY FILMS,,Entertainment,Movies & Film
5053,3,FIRST LADIES,,History,Chronology
5054,1,Smithsonian National Air and Space Museum,,Culture,Museums
5056,1,DOUBLE TALK ROCK,,Music,Contemporary Music
5057,1,CANALS,,History,Ships & Sailors
5060,2,HISTORIANS,,Language,Literature
5066,3,COUNTRY NAME ORIGINS,,Geography,Countries
5067,1,CHINA TOWN,,Geography,Cities
5072,1,JACK NICHOLSON,(Alex: And what links all of these together...),Entertainment,Television
5073,2,ART,,Culture,Art
5077,2,LITTLE SHOP OF HORRORS,,Language,Literature
5094,1,WE'VE GOT DESIGNS ON BROADWAY,,Culture,Theatre
5099,2,OPERA,,Culture,Theatre
5101,2,FRUIT,,Culture,Food & Drink
5108,1,"NUMBER, PLEASE",,Other,Numbers & Number Play
5113,2,THE KING & I,,History,Monarchies
5115,2,BYE BYE BIRDIE,,Nature,Birds
5116,2,GREECE,,Geography,Bodies of Water
5119,1,GEOGRAPHIC SAINTS,,Geography,Cities
5120,1,'60s SITCOMS,,Entertainment,Television
5123,1,"KING, QUEEN OR JACK",,History,Monarchies
5126,2,THE WINTER OLYMPICS,,Sports,Competition
5131,3,WORDS & PHRASES,,Language,Phrases
5133,1,TV-PODGE,,Entertainment,Television
5135,1,ALL THE PRESIDENTS' CHILDREN,,Politics,Presidents
5138,2,OPERA,,Culture,Theatre
5140,2,QUOTATIONS,,Language,Literature
5143,2,4-LETTER WORDS,,Language,Words & Word Play
5145,1,BIG COUNTRY,,Geography,Countries
5151,2,COLLEGES & UNIVERSITIES,,Other,Colleges & Universities
5153,2,OLD TRAVEL BOOKS,,Language,Literature
5154,2,THE MOVIES,,Entertainment,Movies & Film
5160,1,WARS BY BATTLE,,History,War
5162,1,2001 U.S. STAMPS,,Other,Stamps
5164,2,THE 50 STATES,,Geography,States
5166,2,A KITTY CAT-EGORY,,Nature,Pets
5172,1,GOOD EATS,,Culture,Food & Drink
5187,1,MAJOR LEAGUE BASEBALL,(Alex: It's that time of the year again!),Sports,Teams
5188,1,BOOKS & AUTHORS,,Language,Literature
5194,2,MMM...PIE,,Culture,Food & Drink
5201,1,COLOR FILMS,,Entertainment,Movies & Film
5211,1,2-LETTER WORDS,,Language,Letters & Letter Play
5213,1,SCHOOL DAYS,,Other,Colleges & Universities
5215,1,INITIALS M.S.,,Entertainment,Television
5229,2,EGYPT BEYOND THE PYRAMIDS,(Alex: Based on a History Channel show which premieres May 28),Culture,Fashion
5232,2,FLORIDUDS,,Culture,Fashion
5236,1,SHAKESPEARE PITCHES TO HOLLYWOOD,,Language,Shakespeare
5239,1,STARS ON FLAGS,,Other,Flags
5240,1,QUEENS,,History,Monarchies
5243,2,OSCAR'S SUPPORTING ACTORS,,Entertainment,The Oscars
5244,2,VICE PRESIDENT & SENATOR,,Politics,Presidents
5246,2,"ROCK ME, AMADEUS",,Music,Classical Music
5250,1,HARD ROCK CAFE,,Music,Contemporary Music
5251,1,A NOVEL CATEGORY,,Language,Literature
5254,1,GAMING,,Entertainment,Games
5266,1,CITIES BY HOTEL,,Other,Hotels
5268,2,OIL PAINTING,,Culture,Art
5269,2,"""SPACE"" MOVIES",,Entertainment,Movies & Film
5274,3,POETS,,Language,Literature
5278,1,MOVIE LAST LINES,,Entertainment,Movies & Film
5279,1,BIRDIES,,Nature,Birds
5284,2,THE KINGS OF ENGLAND,,History,Monarchies
5289,1,AT THE HOTEL,,Other,Hotels
5292,1,RECIPES,,Culture,Food & Drink
5297,2,"THE FRENCH KING, C'EST MOI",,History,Monarchies
5300,3,FAMOUS FAMILIES,,Culture,Awards
5302,1,"OUT OF THE ""BLUE""",,Other,Colors
5304,1,BOOK REVIEWS,,Language,Literature
5307,2,BIG OLD ISLANDS,,Geography,Islands
5311,2,EDIBLE TV,,Entertainment,Television
5318,1,TAKE THE KIDS!,,Culture,Museums
5320,2,BEETHOVEN,,Music,Classical Music
5325,2,JOHN HUGHES FILMS,,Entertainment,Movies & Film
5327,1,FACES IN HISTORY,,Politics,Presidents
5335,2,IT'S A LONG STORY,,Language,Literature
5340,1,CITY LIT,,Geography,Cities
5342,1,THEY PUT ME ON HOLD AGAIN!,,Music,Contemporary Music
5346,2,CLASSICAL MUSIC,(Alex: That's a category we haven't used in a long time.),Music,Classical Music
5349,2,"""C"" FOOD",,Culture,Food & Drink
5351,2,MYTHOLOGICAL RHYME TIME,,Religion,God & Gods
5359,2,OFF & RUNNING,,Sports,Competition
5361,2,LITERATURE,,Language,Literature
5364,2,CITIES IN INDIA,,Geography,Cities
5365,3,HITCHCOCK FILMS,,Entertainment,Movies & Film
5368,1,YOU'RE AN ANIMAL!,,Nature,Zoology
5378,3,MEDICAL ISSUES,(Alex:  Have you got one?  I do!),Science,Health
5381,1,GOOD DOG!,,Nature,Pets
5385,2,SHAKESPEAREANA,,Language,Shakespeare
5386,2,CAPITAL CITY HOTELS,,Other,Hotels
5387,2,PORTRAIT OF THE ARTIST,,Culture,Art
5390,2,4-LETTER FILMS,,Entertainment,Movies & Film
5391,3,HISTORY & LITERATURE,(Alex:  And we want you to be specific!),History,Monarchies
5395,1,THEY SAID IT,,Language,Literature
5399,2,TV NOSTALGIA,,Entertainment,Television
5401,2,LOST VEGAS,,Other,Hotels
5405,1,U.S. ISLANDS,,Geography,Islands
5414,2,"KNOCK, KNOCK",,Entertainment,Movies & Film
5418,1,WORLD LIT,,Language,Literature
5428,2,WAY OUT WEST,,Geography,Islands
5431,1,U.S. CITIES,,Geography,Cities
5432,1,WOMEN'S FIRSTS,,Politics,Government
5433,1,"""B"" IN ROCK",,Music,Contemporary Music
5439,2,AUTHORS ON FILM,,Entertainment,Movies & Film
5443,3,FAMOUS SHIPS,,History,Ships & Sailors
5445,1,MOVIE ROLES,,Entertainment,Movies & Film
5446,1,MUSEUMS,,Culture,Museums
5452,2,THE ANCIENTS SPEAK,,Language,Literature
5453,2,SHOW TIME,,Entertainment,Television
5454,2,SOUL FOOD,,Culture,Food & Drink
5455,2,"THE ""L"" WORD",,Language,Words & Word Play
5467,2,HOLIDAYS & OBSERVANCES,,Culture,Events
5468,2,"ANIMAL, VEGETABLE OR MINERAL",,Nature,Zoology
5473,1,FEATURED CREATURES,,Nature,Zoology
5476,2,READER'S DIGEST,,Language,Literature
5477,2,GOURMET,,Culture,Food & Drink
5480,2,ELLE,,Entertainment,Movies & Film
5483,1,"""SON"" PRESIDENTS",,Politics,Presidents
5485,1,PLANTS & TREES,,Nature,Plants
5488,1,VERBIAGE,,Language,Words & Word Play
5490,2,JACK NICHOLSON,,Entertainment,Movies & Film
5496,1,MEDICINE,,Science,Health
5500,1,U.S. PLACE NAMES,,Geography,Cities
5508,3,WORDPLAY,,Language,Words & Word Play
5511,1,STUDIES SHOW...,,Science,Health
5515,2,AROUND THE WORLD,,Geography,Bodies of Water
5516,2,THE FAMILY BUSINESS,,Entertainment,Internet
5518,2,OLYMPIC HISTORY,,Sports,Competition
5521,3,THE EMMYS,,Entertainment,Television
5523,1,IT'S THE LAW,,Geography,States
5526,1,RECENT FILMS,,Entertainment,Movies & Film
5527,1,WORD PUZZLES,,Culture,Fashion
5531,2,READ,,Language,Literature
5533,2,BLUE,,Other,Colors
5535,1,ALL THE PRESIDENTS' CHILDREN,,Politics,Presidents
5538,1,"YES, I CAN",,Culture,Food & Drink
5543,2,OUT OF BUSINESS,,Entertainment,Internet
5545,2,ANDREW LLOYD WEBBER,,Culture,Theatre
5547,3,BOOKS,,Language,Literature
5548,1,WORLD CAPITALS,,Geography,Cities
5549,1,HIT SONGS,,Music,Contemporary Music
5554,2,OPERA,,Culture,Theatre
5564,1,SELLERS,,Business,Companies
5577,1,"""SWEET"" SONGS",,Music,Contemporary Music
5583,2,20th CENTURY POETS,,Language,Literature
5584,2,"MOVIES OF THE ""YEAR""",,Entertainment,Movies & Film
5588,1,SPORTS TEAM NICKNAMES,,Sports,Teams
5590,1,OFFICIAL STATE THINGS,,Geography,States
5591,1,AM I BLUE?,,Other,Colors
5594,2,MEL BROOKS FILMS,,Entertainment,Movies & Film
5595,2,GOVERNMENT & POLITICS,,Politics,Government
5599,3,POP MUSIC,,Music,Contemporary Music
5600,1,THE BROOKLYN BRIDGE,,Science,Engineering
5603,1,"""C""OUNTRIES",,Geography,Countries
5605,1,WOULD YOU LIKE A BEVERAGE?,,Culture,Food & Drink
5609,2,OBSERVATIONS & CELEBRATIONS,,Culture,Events
5610,2,PULITZER PRIZES,,Culture,Awards
5613,1,AFRICAN CITIES,,Geography,Cities
5614,1,INTERNATIONAL CUISINE,,Culture,Food & Drink
5615,1,IN GOD'S NAME,,Religion,God & Gods
5618,1,4-LETTER WORDS,,Language,Words & Word Play
5619,2,LITERATURE,,Language,Literature
5622,2,OPERA,,Culture,Theatre
5624,2,ART & ARTISTS,,Culture,Art
5625,3,MOUNTAINS,,Geography,Mountains
5628,1,MUSEUMS,,Culture,Museums
5629,1,HEALTH & MEDICINE,,Science,Health
5639,1,INTERNATIONAL BOOKS & AUTHORS,,History,Famous Women
5642,1,POP MUSIC,,Music,Contemporary Music
5654,1,GEMS & JEWELRY,,Culture,Fashion
5655,1,THE OLYMPICS,,Sports,Competition
5656,1,A WORLD OF CRITTERS,,Nature,Zoology
5657,1,RIVERS,,Geography,Bodies of Water
5658,2,THE ELEMENTS,,Science,Chemistry
5668,1,THE 1950s,,Geography,Countries
5669,1,BUSINESS & INDUSTRY,,Business,Companies
5672,2,SPORTS GREATS,,Sports,Competition
5673,2,STARDUST,,Science,Measurements
5680,1,'90s SITCOMS,,Entertainment,Television
5681,1,LITERARY CHARACTERS,,Language,Literature
5690,3,THE U.S. SPACE PROGRAM,(Alex:  Remember it?... Still going on!),Science,Outer Space
5699,2,SEATTLE'S SISTER CITIES,,Geography,Cities
5701,2,"ART ""C""",,Culture,Art
5705,1,TREES,,Nature,Trees
5707,1,WOMEN AUTHORS,,Language,Literature
5711,2,ACTORS & THEIR ROLES,,Entertainment,Movies & Film
5714,2,WHAT GIVES YOU THE RIGHT?,,Politics,Government
5716,3,U.S. PRESIDENTS,,Politics,Presidents
5717,1,COMPOSERS & THEIR WORKS,,Music,Classical Music
5733,1,FIRST NOVELS,,Language,Literature
5734,1,ACROSTICS,"(Alex: Reading down, each clue will contain an acrostic which relates to the clue which I will give you in the word itself.)",Language,Letters & Letter Play
5735,1,STATE OF MINE,,Geography,States
5738,2,WHAT CABINET DEPARTMENT?,,Politics,Government
5741,2,STATE OF MIND,,Language,Words & Word Play
5743,1,EUROPEAN LAKES & RIVERS,,Geography,Bodies of Water
5750,2,U.S. COINS,,Other,Money
5751,2,LITERATURE,,Language,Literature
5753,2,WHAT'S WRONG WITH YOU?,,Science,Anatomy
5764,2,ENGLISH LIT,,Language,Literature
5766,2,MUSIC,,Music,Classical Music
5770,1,MULTIPLE TONY WINNERS,,Culture,Theatre
5771,1,"COUNTRIES THAT END IN ""IA""",,Geography,Countries
5775,2,JOHN RITTER,,Entertainment,Television
5780,2,ADJECTIVES,,Language,Words & Word Play
5781,3,PULITZER PRIZE WINNERS,,Entertainment,The Oscars
5788,2,NOVEL TRILOGIES,,Language,Literature
5790,2,BREAK OUT THE ATLAS,,Geography,Countries
5791,2,NOBEL PEACE PRIZE WINNERS,,Culture,Awards
5793,2,NEW ASTROLOGY?,(Alex: We have created a new astrology using some Latin words.),Nature,Zoology
5794,3,BRAND NAMES,,Business,Brands
5796,1,OUR AVIAN FRIENDS,,Nature,Birds
5798,1,SEAMANSHIP,,History,Ships & Sailors
5801,2,"SHAKESPEARE, THEIR CONTEMPORARY",,Language,Shakespeare
5802,2,HERBS & SPICES,,Culture,Food & Drink
5804,2,BIG SCREEN ROYALTY,(Alex: You have to identify the monarch; we'll give you the years & the personality portraying the monarch.),History,Monarchies
5809,1,INTELLIGENT FILMS,,Entertainment,Movies & Film
5816,2,PARTS OF THE LEGISLATIVE BRANCH,,Politics,Government
5827,2,BOOK LEARNIN',,Language,Literature
5828,2,NHL LOGOS,,Sports,Teams
5829,2,SUPREME COURT JUSTICES,,Politics,Law
5832,2,BEASTLY EXPRESSIONS,,Language,Words & Word Play
5833,3,MUSIC & THE MOVIES,,Entertainment,Movies & Film
5835,1,FAMILIAR PHRASES,,Language,Phrases
5837,1,WE'RE NO. 2!,,Music,Contemporary Music
5841,2,MOVIE ROLES,,Entertainment,Movies & Film
5843,2,CLASSIC CRIME NOVELS,,Entertainment,Movies & Film
5855,2,SHAKESPEARE SLAYS ME,,Language,Shakespeare
5859,3,PEOPLE ON POSTAGE,,Other,Stamps
5861,1,I LOVE CANDY,,Culture,Food & Drink
5867,2,CRIME-TIME TELEVISION,,Entertainment,Television
5869,2,NOTABLE WOMEN,,History,Famous Women
5872,3,LITERATURE & FILM,,Entertainment,Movies & Film
5874,1,TV NUMBERS,,Entertainment,Television
5875,1,AIRPORTS,,Geography,Cities
5882,2,EAT YOUR FRUITS & VEGGIES,,Culture,Food & Drink
5887,1,SPORTS FRANCHISE RHYME TIME,,Sports,Teams
5892,2,LETTERS,,Language,Letters & Letter Play
5894,2,TO TELL THE TRUCE,,History,War
5898,3,THE 50 STATES,,Geography,States
5900,1,RECENT MOVIES,,Entertainment,Movies & Film
5907,2,SPORTS MASCOTS,,Sports,Teams
5909,2,"WHAT'S UP, DOC?",,Science,Health
5913,1,NEW YORK ON FILM,,Entertainment,Movies & Film
5918,2,MAMMALS,,Nature,Zoology
5930,1,ADD A LETTER,,Language,Letters & Letter Play
5931,2,PRESIDENTS,,Politics,Presidents
5932,2,BROADWAY,,Culture,Theatre
5935,2,HITHER & YON,,Geography,Countries
5945,2,HITS OF THE '60s,,Music,Contemporary Music
5950,3,CLASSIC LITERATURE,,Language,Literature
5951,1,AFTER THE WHITE HOUSE,,Politics,Government
5954,1,FRUIT,,Culture,Food & Drink
5959,2,FOLK MUSIC,,Music,Contemporary Music
5973,2,"A ""LITTLE"" LIT",,Language,Literature
5978,1,SPORTS BARRIERS,,Sports,Competition
5979,1,THE STAMP ACT,,Other,Stamps
5992,1,BAKING 3s,,Culture,Food & Drink
5996,2,INSECTS,,Nature,Zoology
6010,2,"I ""WONDER""",,Culture,Theatre
6012,2,IT'S ALL A PLANT,,Nature,Plants
6015,3,POLITICAL GEOGRAPHY,,Geography,Islands
6016,1,A ROLL OF THE DICE,,Entertainment,Games
6023,2,"""BLACK"" & ""WHITE"" MOVIES",,Entertainment,Movies & Film
6026,2,YOU RULE!,(Alex: We need the country.),History,Monarchies
6028,3,AMERICAN THEATRE HISTORY,,Culture,Theatre
6029,1,5 BANDS,,Music,Contemporary Music
6033,1,THE ENGLISH BEAT,,Geography,Cities
6038,2,WORLD MUSEUMS,,Culture,Museums
6044,1,THE 2001 WORLD SERIES,,Sports,Teams
6048,2,THE SOUTH PACIFIC,,Geography,Islands
6052,2,THEIR FIRST NOVELS,,Language,Literature
6055,1,ASTRONOMY,,Science,Outer Space
6060,1,BEASTLY LANGUAGE,,Language,Words & Word Play
6061,2,small state capitals,,Geography,Cities
6065,2,PLAYS,,Language,Shakespeare
6067,3,BESTSELLING AUTHORS,,Language,Literature
6074,2,ROYAL BRITANNIA,,History,Monarchies
6077,2,OFFICIAL STATE THINGS,,Geography,States
6079,2,I JUST LIKE SAYING THESE WORDS,,Language,Words & Word Play
6082,1,CELEBRITY DOG BREEDS,,Nature,Pets
6085,1,YOU GOTTA HAVE ART,,Culture,Art
6087,2,BODIES OF WATER,,Geography,Bodies of Water
6092,2,U.S. STATE NAMES,,Geography,States
6093,3,THE U.S. GOVERNMENT,,Politics,Government
6094,1,U.S. GEOGRAPHY,,Geography,Cities
6100,2,ENGLISH ROYALTY,,History,Monarchies
6102,2,"""Mc"" MOVIE STARS",,Entertainment,Movies & Film
6103,2,THE BARD WRITES,,Language,Shakespeare
6105,2,PING-PONG,,Sports,Competition
6108,1,JOIN THE TEAM,,Sports,Teams
6114,2,TV & MOVIE ACTORS,,Entertainment,Movies & Film
6118,2,TALKING ITALIAN,,Language,Words & Word Play
6119,3,ARTISTS,,Culture,Art
6127,2,POETIC FEET,(Alex: What?),Language,Words & Word Play
6128,2,HISTORIC AMOURS,,History,Monarchies
6129,2,THE JIMMY STEWART FILM FESTIVAL,,Entertainment,Movies & Film
6131,2,EUPHEMISMS,,Language,Words & Word Play
6133,1,COLORFUL LITERATURE,,Language,Literature
6152,2,WOMEN AUTHORS,,Language,Literature
6157,2,IN LAS VEGAS,,Other,Hotels
6160,1,BOND MOVIES BY INITIALS,,Entertainment,Movies & Film
6165,2,QUEEN,,History,Monarchies
6176,1,THAT'S NONE OF YOUR BUSINESS,,Business,Companies
6180,2,AMERICAN ISLANDS,,Geography,Islands
6184,3,WORD ORIGINS,,Language,Words & Word Play
6185,1,THE SHAKESPEARE CHARACTER WHO SAID...,,Language,Shakespeare
6186,1,HOT TUNES,,Music,Contemporary Music
6198,1,POETS & POETRY,,Language,Literature
6205,2,ALBUMS,,Music,Contemporary Music
6209,2,YOU GOT SOME SPLEENING TO DO,,Science,Health
6215,1,DO THE HITS,,Music,Contemporary Music
6222,2,HAUTE DOGS,,Nature,Pets
6223,3,THE ACADEMY AWARDS,,Entertainment,The Oscars
6227,1,HOTELS,,Other,Hotels
6230,2,HISTORICAL NOVELS,,Language,Literature
6231,2,CALL ME W,,Language,Literature
6232,2,EMMY FACTS,,Entertainment,Television
6237,1,MADE UP,,Business,Brands
6239,1,3-LETTER ANIMALS,,Nature,Zoology
6241,1,THEY'RE LYRICAL,,Music,Contemporary Music
6244,2,U.S. GEOGRAPHY,,Geography,Mountains
6245,2,HOLIDAYS & OBSERVANCES,,Culture,Events
6254,1,I SPY,,Language,Literature
6264,1,FOOD ON FILM,,Entertainment,Movies & Film
6270,2,NATIONS' FAVORITE SPORTS,,Sports,Competition
6273,2,WHERE THERE'S A VILLE,,Geography,Cities
6283,2,MEAT & POTATOES,(Alex: A better team!),Culture,Food & Drink
6285,2,ROCK & ROLL,,Music,Contemporary Music
6296,2,COLOR TV,,Entertainment,Television
6299,2,ROYAL FEMALE NICKNAMES,,History,Monarchies
6321,2,DANCE,,Culture,Dance
6322,2,STAMPS CELEBRATE THE 19-AUGHTS,,Other,Stamps
6327,3,MUSICAL INSTRUMENTS,,Culture,Theatre
6335,2,GLAND CENTRAL STATION,,Science,Health
6336,2,WOMEN WRITERS,,History,Famous Women
6342,1,COLORS,,Other,Colors
6348,2,CLASSIC CINEMA,,Entertainment,Movies & Film
6350,2,MUSIC,,Music,Classical Music
6353,3,WORLD CAPITALS,,Geography,Cities
6355,1,THE CINEMA,,Entertainment,Movies & Film
6356,1,NON-RELIGIOUS HOLIDAYS,,Culture,Events
6357,1,ISLANDS,,Geography,Islands
6369,1,LET'S TAKE A PEAK,,Geography,Mountains
6376,2,FOR THE BIRDS,,Nature,Birds
6377,2,BACH IN THE SADDLE,,Music,Classical Music
6380,1,STATE CAPITALS,,Geography,Cities
6382,1,HOW ABOUT A REVIVAL?,,Music,Contemporary Music
6385,1,"RED, WHITE OR BLUE","(Alex: And in the spirit of '76, we have...)",Other,Colors
6386,2,SONNETS,,Language,Literature
6387,2,G-MEN & WOMEN,,History,Famous Women
6389,2,MED CENTER,"(Alex: This is a reference to the Mediterranean, not medical stuff.)",Geography,Islands
6390,2,GUINNESS SPORTS RECORDS,,Sports,Competition
6399,2,POETS & POETRY,,Language,Literature
6401,2,WORDS IN COMBINATION,,Language,Words & Word Play
6402,2,ROCK,,Music,Contemporary Music
6405,3,19th CENTURY PRESIDENTS,,Politics,Presidents
6410,1,OFFICIAL STATE SEALS,,Geography,States
6412,2,SOUTH AMERICAN LITERATURE,,Language,Literature
6413,2,RUSSIAN CINEMA,,Entertainment,Movies & Film
6414,2,LET'S EAT CHINESE,,Culture,Food & Drink
6425,2,NOVELS,,Language,Literature
6426,2,FILM SCHOOL,,Entertainment,Movies & Film
6427,2,PAINTERS & PAINTINGS,,Culture,Art
6429,2,SHE USED TO BE IN CHARGE,(Alex: You have to name the country for us in...),Politics,World Leaders
6431,3,ANIMALS,,Nature,Zoology
6434,1,ISLAND HOPPING,,Geography,Islands
6443,2,HIT TV,,Entertainment,Television
6445,1,SHOWTIME AT THE APOLLO PROGRAM,,Science,Outer Space
6452,2,MOVIE MUSIC,,Entertainment,Movies & Film
6453,2,3-NAMED AUTHORS,,Language,Literature
6455,2,COLLEGES & UNIVERSITIES,,Other,Colleges & Universities
6457,3,AMERICAN HISTORY,,Geography,States
6461,1,THE OLYMPICS,,Sports,Competition
6468,2,PRODUCTS,,Business,Brands
6478,2,DASH,,Sports,Competition
6484,1,STARS & CONSTELLATIONS,,Science,Outer Space
6488,1,DEAD SEA,,Geography,Bodies of Water
6490,2,BRITISH POETS & POETRY,,Language,Literature
6492,2,SONGS OF THE '70s,,Music,Contemporary Music
6496,3,THE OSCARS,,Entertainment,The Oscars
