categoryID,round,category,categoryComment,categoryAssigned,subcategoryAssigned
5498,1,COMMON BONDS,,Language,Words & Word Play
5500,1,U.S. PLACE NAMES,,Geography,Cities
5501,1,"IT'S BEEN A ""GAS""",,Nature,Zoology
5502,2,THE OTTOMAN EMPIRE,,Geography,Cities
5503,2,POSSESSIVE MOVIES,,Entertainment,Movies & Film
5504,2,HIDDEN BOOKS OF THE BIBLE,(Alex: Each correct response will be made up of consecutive letters of words you will find in the clue.),Language,Literature
5505,2,19th CENTURY QUOTES,,Language,Words & Word Play
5506,2,MAC,,Geography,Cities
5507,2,P.C.,,Geography,Cities
5508,3,WORDPLAY,,Language,Words & Word Play
5509,1,ANCIENT TIMES,,Geography,Cities
5510,1,YOUTHFUL NAMES,,Language,Words & Word Play
5511,1,STUDIES SHOW...,,Science,Health
5512,1,CLIFFS NOTES AT THE MOVIES,,Entertainment,Movies & Film
5513,1,HOW COME?,,Business,Brands
5514,1,"HOT ""BUN""s",,Language,Words & Word Play
5515,2,AROUND THE WORLD,,Geography,Bodies of Water
5516,2,THE FAMILY BUSINESS,,Entertainment,Internet
5517,2,JOHANN'S THE MANN,,Language,Literature
5518,2,OLYMPIC HISTORY,,Sports,Competition
5519,2,COMMUNITY THEATER,,Entertainment,Movies & Film
5520,2,4-F,"(Alex: The letter ""F"" will appear 4 times in each correct response.)",Language,Words & Word Play
5521,3,THE EMMYS,,Entertainment,Television
5522,1,I'LL TAKE MANHATTAN,,Culture,Museums
5523,1,IT'S THE LAW,,Geography,States
5524,1,PRESIDENTIAL LIFE SPANS,,Language,Words & Word Play
5525,1,PUBLISHERS,,Entertainment,Magazines & Newspapers
5526,1,RECENT FILMS,,Entertainment,Movies & Film
5527,1,WORD PUZZLES,,Culture,Fashion
5528,2,THE 4th,,Culture,Awards
5529,2,"PICK ""NIC""",,Geography,Cities
5531,2,READ,,Language,Literature
5532,2,BETTY WHITE,,Entertainment,Television
5533,2,BLUE,,Other,Colors
5534,3,AMERICAN PLAYWRIGHTS,,Language,Words & Word Play
5535,1,ALL THE PRESIDENTS' CHILDREN,,Politics,Presidents
5536,1,"OUT OF ""POCKET""",,Language,Words & Word Play
5537,1,WATCH THIS SPACE,,Science,Outer Space
5538,1,"YES, I CAN",,Culture,Food & Drink
5539,1,THE ANDY GRIFFITH SHOW,,Entertainment,Television
5540,1,_____  OF  _____,,Language,Words & Word Play
5541,2,FIRST THINGS FIRST,,Politics,Law
5542,2,MOVIE TITLE PAIRS,,Entertainment,Movies & Film
5543,2,OUT OF BUSINESS,,Entertainment,Internet
5544,2,"""T"" COUNTRIES",,Geography,Countries
5545,2,ANDREW LLOYD WEBBER,,Culture,Theatre
5546,2,A-ONE,"(Alex: Each correct response will begin with the letter ""A"" & end with ""ONE"")",Language,Words & Word Play
5547,3,BOOKS,,Language,Literature
5548,1,WORLD CAPITALS,,Geography,Cities
5549,1,HIT SONGS,,Music,Contemporary Music
5550,1,AMERICAN HISTORY,,Politics,Law
5551,1,GRAPE JAM,,Culture,Food & Drink
5552,1,CHRISTIAN NAMES,,History,Chronology
5553,1,"DOUBLE ""E""",,Entertainment,Television
5554,2,OPERA,,Culture,Theatre
5555,2,ART SUPPLIES,,Geography,Cities
5556,2,DIRECTORS,,Science,Outer Space
5557,2,8-LETTER WORDS,,Language,Words & Word Play
5558,2,GEOLOGY,,Language,Words & Word Play
5559,2,PEOPLE EAT THAT?,,Science,Health
5560,3,ORGANIZATIONS,,Language,Literature
5561,1,AFRICANA,,Geography,Countries
5562,1,BIBLICAL CRIME BLOTTER,,History,Famous Women
5563,1,ARCHITECTS,,Geography,Cities
5564,1,SELLERS,,Business,Companies
5565,1,THE DAY THE MUSIC DIED,(Alex: You have to name the musician),Geography,Cities
5566,1,"""LAP"" DANCE",,Language,Words & Word Play
5567,2,THE KOREAN WAR,,History,War
5568,2,TUBE TEST,,Entertainment,Television
5569,2,HOLD THE MAYO CLINIC,,Science,Health
5570,2,TRAIN STATIONS,,Geography,Cities
5571,2,MEDIEVAL MUSIC,,Religion,The Church
5572,2,BEFORE & AFTER,,History,Famous Women
5573,3,CONTEMPORARY BRITISH AUTHORS,,Culture,Events
5574,1,BLACK IN HISTORY,,History,War
5575,1,MARTHA MY DEAR,,Culture,Dance
5576,1,BORDERLINE STATES,(Alex: We want you to name the state bordered by the states we name.),Geography,States
5577,1,"""SWEET"" SONGS",,Music,Contemporary Music
5578,1,GRANDKIDS,,History,Famous Women
5579,1,4-LETTER WORDS,(Alex: And no connection there!),Language,Words & Word Play
5580,2,INVENTORS & INVENTIONS,,Business,Companies
5581,2,OPEN YOUR HYMNALS,,Language,Words & Word Play
5582,2,PRESIDENTIAL FACTS,,Politics,Presidents
5583,2,20th CENTURY POETS,,Language,Literature
5584,2,"MOVIES OF THE ""YEAR""",,Entertainment,Movies & Film
5585,2,GETTING POSSESSIVE,,Culture,Events
5586,3,AUTHORS,,Language,Words & Word Play
5587,1,THE HALL OF FAMOUS MISSOURIANS,,Geography,Cities
5588,1,SPORTS TEAM NICKNAMES,,Sports,Teams
5589,1,THE DAVIS CUP,,Politics,Government
5590,1,OFFICIAL STATE THINGS,,Geography,States
5591,1,AM I BLUE?,,Other,Colors
5592,1,a lower case category,,Language,Letters & Letter Play
5593,2,ZANY FOR TANZANIA,,Geography,Bodies of Water
5594,2,MEL BROOKS FILMS,,Entertainment,Movies & Film
5595,2,GOVERNMENT & POLITICS,,Politics,Government
5596,2,POETIC LICENSE PLATES,"(Alex: We'll show you the plates, you have to identify the poet)",Language,Literature
5597,2,AWARDS,,History,Famous Women
5598,2,"4 ""N"" WORDS & PHRASES","(Alex: The letter ""N"" will appear 4 times in each correct response)",Culture,Awards
5599,3,POP MUSIC,,Music,Contemporary Music
5600,1,THE BROOKLYN BRIDGE,,Science,Engineering
5601,1,CLIFF NOTES,,Entertainment,Television
5602,1,VERB FIRST NAMES,,Language,Words & Word Play
5603,1,"""C""OUNTRIES",,Geography,Countries
5604,1,YOU'RE 21 TODAY,,Geography,Cities
5605,1,WOULD YOU LIKE A BEVERAGE?,,Culture,Food & Drink
5606,2,THE MIND,,History,Famous Women
5607,2,THEY ALL PLAYED COUNTRY SINGERS,,Entertainment,The Oscars
5608,2,JUNE BUGGED,,Culture,Events
5609,2,OBSERVATIONS & CELEBRATIONS,,Culture,Events
5610,2,PULITZER PRIZES,,Culture,Awards
5611,2,"A RUNNING ""TAB""",,Language,Words & Word Play
5612,3,ENTERTAINMENT,,Entertainment,Television
5613,1,AFRICAN CITIES,,Geography,Cities
5614,1,INTERNATIONAL CUISINE,,Culture,Food & Drink
5615,1,IN GOD'S NAME,,Religion,God & Gods
5616,1,JULIO IGLESIAS,,Music,Contemporary Music
5617,1,THE WORLD IN 1901,,Culture,Awards
5618,1,4-LETTER WORDS,,Language,Words & Word Play
5619,2,LITERATURE,,Language,Literature
5620,2,THE PRESIDENT WHO...,,Politics,Presidents
5621,2,TROPICANA,,Geography,Islands
5622,2,OPERA,,Culture,Theatre
5623,2,20th CENTURY WOMEN,,Politics,World Leaders
5624,2,ART & ARTISTS,,Culture,Art
5625,3,MOUNTAINS,,Geography,Mountains
5626,1,SIEGFRIEDS & ROYS,,Culture,Theatre
5627,1,HISTORY,,Geography,Cities
5628,1,MUSEUMS,,Culture,Museums
5629,1,HEALTH & MEDICINE,,Science,Health
5630,1,POTPOURRI,,Culture,Food & Drink
5631,1,SPEAKING ESPERANTO,,Language,Words & Word Play
5632,2,THE VENETIAN,,Geography,Cities
5633,2,DIVA LAS VEGAS!,,Other,Hotels
5634,2,MYTHS & LEGENDS,,Religion,God & Gods
5635,2,THE INTERNATIONAL LANGUAGE OF MATH,,Other,Numbers & Number Play
5636,2,NOTABLE NAMES,,Geography,Cities
5637,2,WORLD GEOGRAPHY,,Geography,Islands
5638,3,FRENCH NOVELISTS,(Alex: That's something they all know something about!),Language,Words & Word Play
5639,1,INTERNATIONAL BOOKS & AUTHORS,,History,Famous Women
5640,1,LEISURE TIME,,Language,Words & Word Play
5641,1,ON VALENTINE'S DAY,,Culture,Events
5642,1,POP MUSIC,,Music,Contemporary Music
5643,1,IT'S A SMALL WORLD,,Geography,Countries
5644,1,"AFTER ""ALL""",,Language,Words & Word Play
5645,2,DICTATORS & TYRANTS,,Geography,Cities
5646,2,TAKE ME OUT TO...,,Geography,Cities
5647,2,SHARK!,,Science,Teeth & Dentistry
5648,2,WE'LL ALWAYS HAVE PARIS,,Other,Hotels
5649,2,GLOBAL WARMING,,Geography,Cities
5650,2,"""ING""LISH",,Language,Words & Word Play
5651,3,FAMOUS PLACES,,Geography,Cities
5652,1,1982,,History,Famous Women
5653,1,INTERNATIONAL ACTORS,,Entertainment,Movies & Film
5654,1,GEMS & JEWELRY,,Culture,Fashion
5655,1,THE OLYMPICS,,Sports,Competition
5656,1,A WORLD OF CRITTERS,,Nature,Zoology
5657,1,RIVERS,,Geography,Bodies of Water
5658,2,THE ELEMENTS,,Science,Chemistry
5659,2,VOICE OF AMERICA,,Geography,Countries
5660,2,EUROPEAN HISTORY,,History,Monarchies
5661,2,AUTHORS' NATIVE LANDS,,Language,Literature
5662,2,"HEY, ""MAN""!",,Geography,Cities
5663,2,DON'T MISS IT!,,Geography,Cities
5664,3,THE UNITED NATIONS,,Geography,Cities
5665,1,WORLD THEATRE,,Language,Shakespeare
5666,1,CELEBRITIES,,Entertainment,Movies & Film
5667,1,INSECTS,,Nature,Zoology
5668,1,THE 1950s,,Geography,Countries
5669,1,BUSINESS & INDUSTRY,,Business,Companies
5670,1,STARTS WITH ALPHA,(Alex: The Greek letter.),Nature,Zoology
5671,2,IN CAESAR'S PALACE,"(Alex: The real Caesar, we hope.)",History,Famous Women
5672,2,SPORTS GREATS,,Sports,Competition
5673,2,STARDUST,,Science,Measurements
5674,2,FAMOUS SCULPTORS,,Culture,Art
5675,2,GOING TO A BETTER PLACE,,History,Monarchies
5676,2,TRAVEL FUN,,Geography,Cities
5677,3,THE WESTERN HEMISPHERE,,Geography,Countries
5678,1,THE ARTS THE NEW YORK TIMES,,Geography,Cities
5679,1,HISTORIC NAMES,,History,Monarchies
5680,1,'90s SITCOMS,,Entertainment,Television
5681,1,LITERARY CHARACTERS,,Language,Literature
5682,1,"THAT'S JUST ""GREAT""",,Language,Literature
5683,1,JEOPARDY! PLACE,(Alex: Another exciting category dedicated to our ongoing soap opera!),Geography,Cities
5684,2,SCIENTISTS & INVENTORS,,Geography,Cities
5685,2,"""B"" SURE",,History,Chronology
5686,2,BIG SCREEN BRAINBUSTERS,,Entertainment,Movies & Film
5687,2,TRIP,,Geography,Cities
5688,2,THE LIGHT,,History,Chronology
5689,2,FANTASTIC,,Language,Literature
5690,3,THE U.S. SPACE PROGRAM,(Alex:  Remember it?... Still going on!),Science,Outer Space
5691,1,'60s POTPOURRI,,Business,Brands
5692,1,COLLEGE BASKETBALL,,Sports,Competition
5693,1,FOR THE KID IN YOU,,Culture,Food & Drink
5694,1,MEDICAL ABBREV.,,Science,Health
5695,1,CULINARY QUOTES,,Culture,Food & Drink
5696,1,"""TOUCH"" ME",,Language,Words & Word Play
5697,2,AFRICAN-AMERICAN PLAYWRIGHTS,,Culture,Theatre
5698,2,LEADING MEN,,Language,Words & Word Play
5699,2,SEATTLE'S SISTER CITIES,,Geography,Cities
5700,2,PUMP AND CIRCUMSTANCE,,Language,Words & Word Play
5701,2,"ART ""C""",,Culture,Art
5702,2,FIX THE SIMILE,,Language,Words & Word Play
5703,3,UNITED NATIONS HISTORY,,Geography,Cities
5704,1,FEBRUARY DATEBOOK,(Alex: How appropriate!),Politics,Law
5705,1,TREES,,Nature,Trees
5706,1,BET,(Alex: Black Entertainment Television.),Entertainment,Movies & Film
5707,1,WOMEN AUTHORS,,Language,Literature
5708,1,NANOOK'S WORLD,,Language,Words & Word Play
5709,1,"IT'S A ""DOG""s LIFE",,Language,Words & Word Play
5710,2,THE WESTERN HEMISPHERE,,Science,Engineering
5711,2,ACTORS & THEIR ROLES,,Entertainment,Movies & Film
5712,2,TRANSPORTATION,,Nature,Zoology
5713,2,GHASTLY OPERATIC DEMISES,(Alex: Aren't they all?),Culture,Food & Drink
5714,2,WHAT GIVES YOU THE RIGHT?,,Politics,Government
5715,2,"THE NEW YORK TIMES CROSSWORD CLUES ""S""",,Language,Words & Word Play
5716,3,U.S. PRESIDENTS,,Politics,Presidents
5717,1,COMPOSERS & THEIR WORKS,,Music,Classical Music
5718,1,MEN ON FILM,(Alex: Name each actor.),Entertainment,Movies & Film
5719,1,COUNTIES,,Geography,Cities
5720,1,"""BACK"" WORDS",,Entertainment,Movies & Film
5721,1,BLACKJACK,,Entertainment,Games
5722,1,PERSHING,,Geography,Cities
5723,2,MAMMALS,,Nature,Zoology
5724,2,SINGLE-NAMED CELEBRITIES,,Language,Words & Word Play
5725,2,THE NEW YORK TIMES BESTSELLERS,,Language,Literature
5726,2,ORGANIZED LABOR,,Geography,Cities
5727,2,NATIONAL ANTHEMS,(Alex: You identify the country.),Geography,Cities
5728,2,"IT'S UP TO ""U""","(Alex: Each correct response will end with the letter ""U"".)",Geography,Cities
5729,3,PEOPLE,,Politics,Law
5730,1,AFRICAN AMERICANS,,History,Famous Women
5731,1,U.S. ARMED FORCES INSIGNIA,,History,Ships & Sailors
5732,1,WESTERNS,,Entertainment,Movies & Film
5733,1,FIRST NOVELS,,Language,Literature
5734,1,ACROSTICS,"(Alex: Reading down, each clue will contain an acrostic which relates to the clue which I will give you in the word itself.)",Language,Letters & Letter Play
5735,1,STATE OF MINE,,Geography,States
5736,2,THE NEW YORK TIMES SCIENCE TIMES,,Geography,Cities
5737,2,SHAQUILLE O'NEAL,,Language,Words & Word Play
5738,2,WHAT CABINET DEPARTMENT?,,Politics,Government
5739,2,"""T""HEATER",,Language,Shakespeare
5740,2,GIVE 'EM THE BOOT,,Culture,Fashion
5741,2,STATE OF MIND,,Language,Words & Word Play
5742,3,WORD ORIGINS,,Language,Words & Word Play
5743,1,EUROPEAN LAKES & RIVERS,,Geography,Bodies of Water
5744,1,ARE YOU READY FOR SOME FOOTBALL?,,Entertainment,Magazines & Newspapers
5745,1,QUOTATIONS,,Language,Literature
5746,1,THAT'LL HOLD WATER,,Geography,Cities
5747,1,"BRANSON, HANSON OR MANSON",,Music,Contemporary Music
5748,1,RHYME TIME,,Nature,Plants
5749,2,THE NEW YORK TIMES OBITUARIES,(Alex: A way to end our tribute to the New York Times' 150th birthday.),Language,Words & Word Play
5750,2,U.S. COINS,,Other,Money
5751,2,LITERATURE,,Language,Literature
5752,2,TONY-WINNING COMPOSERS,,Music,Classical Music
5753,2,WHAT'S WRONG WITH YOU?,,Science,Anatomy
5754,2,A RANDOM HOUSE DICTIONARY,,Other,Hotels
5755,3,OLYMPIC CITIES,,Sports,Competition
5756,1,1957,,Geography,Cities
5757,1,THE NFL,,Sports,Teams
5758,1,FUN WITH DICK OR JANE,,History,Famous Women
5759,1,BEAR WITH ME,,Entertainment,Television
5760,1,20th CENTURY STYLE,,History,Chronology
5761,1,"CROSSWORD CLUES ""C""",,Language,Words & Word Play
5762,2,HAWAII,,Geography,Islands
5763,2,PEARLS OF WISDOM,,Language,Words & Word Play
5764,2,ENGLISH LIT,,Language,Literature
5765,2,BIG SCREEN BIOGRAPHIES,"(Alex: We'll give you the actor & the year, you have to name the person portrayed.)",Entertainment,Movies & Film
5766,2,MUSIC,,Music,Classical Music
5767,2,BEFORE & AFTER,,Language,Literature
5768,3,HISTORIC NAMES,,Geography,Cities
5769,1,RELIGION,,Politics,Law
5770,1,MULTIPLE TONY WINNERS,,Culture,Theatre
5771,1,"COUNTRIES THAT END IN ""IA""",,Geography,Countries
5772,1,PRECIOUS STONES,,Other,Colors
5773,1,LET'S GET MEDICAL,,Science,Health
5774,1,QUASI-RELATED PAIRS,,Science,Outer Space
5775,2,JOHN RITTER,,Entertainment,Television
5776,2,TOUGH LIT,,Language,Literature
5777,2,THE INTERNATIONAL SPY MUSEUM,,Geography,Cities
5778,2,WINNER OF OUR DISCONTENT,,Entertainment,Movies & Film
5780,2,ADJECTIVES,,Language,Words & Word Play
5781,3,PULITZER PRIZE WINNERS,,Entertainment,The Oscars
5782,1,PRESIDENTIAL DEMISES,,Politics,Presidents
5783,1,DEVILISH MOVIES,,Entertainment,Movies & Film
5784,1,MYTHELLANEOUS,,Geography,Cities
5785,1,FAST CARS,,Entertainment,Television
5786,1,LET'S PUT ON AN OPERA!,,Culture,Theatre
5787,1,"""NO"" WAY",,Geography,Bodies of Water
5788,2,NOVEL TRILOGIES,,Language,Literature
5789,2,SHOW TUNES,,Language,Words & Word Play
5790,2,BREAK OUT THE ATLAS,,Geography,Countries
5791,2,NOBEL PEACE PRIZE WINNERS,,Culture,Awards
5792,2,THE JAMES GANG,,History,Famous Women
5793,2,NEW ASTROLOGY?,(Alex: We have created a new astrology using some Latin words.),Nature,Zoology
5794,3,BRAND NAMES,,Business,Brands
5795,1,CIVIL WAR BUFFY,,History,War
5796,1,OUR AVIAN FRIENDS,,Nature,Birds
5797,1,ARETHA FRANKLIN,,Music,Contemporary Music
5798,1,SEAMANSHIP,,History,Ships & Sailors
5799,1,THE HOLE TRUTH,,Nature,Parks
5800,1,"INTO THE ""AB""YSS",,Language,Phrases
5801,2,"SHAKESPEARE, THEIR CONTEMPORARY",,Language,Shakespeare
5802,2,HERBS & SPICES,,Culture,Food & Drink
5803,2,THINKERS,,Culture,Art
5804,2,BIG SCREEN ROYALTY,(Alex: You have to identify the monarch; we'll give you the years & the personality portraying the monarch.),History,Monarchies
5805,2,"""Z""EOGRAPHY",,Other,Colleges & Universities
5806,2,PROPER ADJECTIVES,,Language,Words & Word Play
5807,3,FAMOUS FAMILIES,,Language,Words & Word Play
5808,1,19th CENTURY AMERICA,,Geography,Cities
5809,1,INTELLIGENT FILMS,,Entertainment,Movies & Film
5810,1,SKYWATCH,,Language,Words & Word Play
5811,1,WORD TO THE CHEF,,Language,Words & Word Play
5812,1,"""C.B.""",,Language,Words & Word Play
5813,1,HOW TO PROPOSE MARRIAGE,,Music,Contemporary Music
5814,2,THE STORY OF MY LIFE,"(Alex: Not mine, but different people.)",Language,Words & Word Play
5815,2,BLUES CLUES,,Other,Colors
5816,2,PARTS OF THE LEGISLATIVE BRANCH,,Politics,Government
5817,2,HEADS UP,,History,Chronology
5818,2,WATCH YOUR STEPPE,,Geography,Cities
5819,2,"""LOOK"" OUT!",,Entertainment,Movies & Film
5820,3,RECENT INNOVATIONS,,Language,Letters & Letter Play
5821,1,HISTORY WITH MR. PEABODY & SHERMAN,,History,Famous Women
5822,1,CLASSIC SITCOMS BY CHARACTER,(Alex: You identify the sitcom for us.),Entertainment,Television
5823,1,ORGANIZATIONS,,Geography,Countries
5824,1,THE BIRDS & THE BEES,,Nature,Birds
5825,1,"LET IT ""SNOW""",,Language,Phrases
5826,1,STUPID ANSWERS,,Entertainment,Movies & Film
5827,2,BOOK LEARNIN',,Language,Literature
5828,2,NHL LOGOS,,Sports,Teams
5829,2,SUPREME COURT JUSTICES,,Politics,Law
5830,2,THE WESTERN U.S.,,Geography,Cities
5831,2,SCRAMBLED OPERAS,,Culture,Theatre
5832,2,BEASTLY EXPRESSIONS,,Language,Words & Word Play
5833,3,MUSIC & THE MOVIES,,Entertainment,Movies & Film
5834,1,ATOMIC WEIGHTS,,Other,Numbers & Number Play
5835,1,FAMILIAR PHRASES,,Language,Phrases
5836,1,WHEN BENJY WAS PREZ,,Geography,Cities
5837,1,WE'RE NO. 2!,,Music,Contemporary Music
5838,1,AMERICA-PODGE,,Geography,Cities
5839,1,CURT,,Language,Words & Word Play
5840,2,CAPITAL RIVERS,(Alex: You have to name the river on which each capital we give you lies.),Geography,Cities
5841,2,MOVIE ROLES,,Entertainment,Movies & Film
5842,2,"JUST ADD ""ONE""",,Language,Words & Word Play
5843,2,CLASSIC CRIME NOVELS,,Entertainment,Movies & Film
5844,2,MADAME,,Language,Words & Word Play
5845,2,CURRY,,Culture,Food & Drink
5846,3,WORLD DRAMA,,Entertainment,Television
5847,1,EAST TIMOR,,Geography,Cities
5848,1,BETTER KNOWN AS...,,Language,Words & Word Play
5849,1,MOVIE REVIEWS,,Entertainment,Movies & Film
5850,1,OLD HICKORY,,Politics,Presidents
5851,1,DECOR,,Other,Hotels
5852,1,"""E"" DOCK",,Religion,The Church
5853,2,CHEMISTRY,,Science,Chemistry
5854,2,JAZZ,,Music,Contemporary Music
5855,2,SHAKESPEARE SLAYS ME,,Language,Shakespeare
5856,2,LINES,,History,Ships & Sailors
5857,2,U.S.A.,,Geography,States
5858,2,"I WANT SOME ""MO""",,Geography,Cities
5859,3,PEOPLE ON POSTAGE,,Other,Stamps
5860,1,NATIVE AMERICANA,,Language,Words & Word Play
5861,1,I LOVE CANDY,,Culture,Food & Drink
5862,1,SPORTS FIRSTS ON THE FIRST,,Entertainment,Games
5863,1,SCIENCE CLASS,,Language,Words & Word Play
5864,1,"""DIS""INTEGRATION",,Language,Words & Word Play
5865,1,DO YOU SMELL SOMETHING?,,Nature,Plants
5866,2,BIRTH OF A PRESIDENT,,Politics,Government
5867,2,CRIME-TIME TELEVISION,,Entertainment,Television
5868,2,THANKS FOR THE MEMOIRS,,Language,Literature
5869,2,NOTABLE WOMEN,,History,Famous Women
5870,2,"""PRO""s",,Language,Words & Word Play
5871,2,CANNES,,Geography,Cities
5872,3,LITERATURE & FILM,,Entertainment,Movies & Film
5873,1,KURDISH HISTORY,,History,War
5874,1,TV NUMBERS,,Entertainment,Television
5875,1,AIRPORTS,,Geography,Cities
5876,1,FIRST NAME WORDS,,Language,Words & Word Play
5877,1,PINKY,,Language,Words & Word Play
5878,1,THE BRAIN,,Science,Health
5879,2,"""JAN""UARY",,Geography,Cities
5881,2,A GEOGRAPHY LESSON,,Geography,Bodies of Water
5882,2,EAT YOUR FRUITS & VEGGIES,,Culture,Food & Drink
5883,2,MUSICAL MASONS,,Music,Classical Music
5884,2,PLAY TIME,,Language,Shakespeare
5885,3,HISTORIC AMERICANS,,Language,Words & Word Play
5886,1,PSYCHOLOGY,,History,Monarchies
5887,1,SPORTS FRANCHISE RHYME TIME,,Sports,Teams
5888,1,AN IRISH PUB QUIZ,,Language,Words & Word Play
5889,1,HAWAII,,Geography,Islands
5890,1,HIT THE JIM,,Sports,Teams
5891,1,"FEEL THE ""BURN""",,Geography,Cities
5892,2,LETTERS,,Language,Letters & Letter Play
5893,2,OSCAR-WINNING ROLES,(Alex: You have to name the actor for us.),Entertainment,The Oscars
5894,2,TO TELL THE TRUCE,,History,War
5895,2,A GREAT PAIR,,Culture,Food & Drink
5896,2,A WORLD OF MUSIC,,Geography,Countries
5897,2,6-LETTER WORDS,,Language,Words & Word Play
5898,3,THE 50 STATES,,Geography,States
5899,1,ARTS & CRAFTS,,Language,Words & Word Play
5900,1,RECENT MOVIES,,Entertainment,Movies & Film
5901,1,4-LETTER WORDS,,Language,Words & Word Play
5902,1,MARCO POLO,,Geography,Cities
5903,1,THEME PARK FUN,,Nature,Parks
5905,2,CARTS & RAFTS,,Entertainment,Internet
5906,2,U.S. PRESIDENTS,,History,War
5907,2,SPORTS MASCOTS,,Sports,Teams
5908,2,IT HAPPENED IN EUROPE,,Science,Outer Space
5909,2,"WHAT'S UP, DOC?",,Science,Health
5910,2,"""J"" & ""K""","(Alex: Each correct response will contain a ""J"" & a ""K"".)",Culture,Food & Drink
5911,3,THE 7 ANCIENT WONDERS,,Geography,Cities
5912,1,LITERARY TITLE PAIRS,,History,Monarchies
5913,1,NEW YORK ON FILM,,Entertainment,Movies & Film
5914,1,"AR""T""",,Language,Words & Word Play
5915,1,IT'S A JOB,,Culture,Fashion
5916,1,EASY FOR YOU TO SAY,,Geography,Countries
5917,1,WHY NOT?,,Geography,Cities
5918,2,MAMMALS,,Nature,Zoology
5919,2,THE BORN IDENTITY,,Entertainment,Movies & Film
5920,2,THIS OLD HOUSE,"(Alex: In honor of the program celebrating its 25th anniversary, a category about...)",Language,Words & Word Play
5921,2,BEFORE & AFTER,,Geography,Cities
5922,2,"""C.S."", I",,Entertainment,Television
5923,2,MIAMI,,Geography,Cities
5924,3,FOREIGN WORDS & PHRASES,,Language,Words & Word Play
5925,1,WORLD WAR I,,History,War
5926,1,NAME THAT MOVIE,,Entertainment,Movies & Film
5927,1,MIDDLE NAMES,,Language,Literature
5928,1,SPOT THE KITTY,,Other,Colors
5929,1,MEMORIALS,,Nature,Parks
5930,1,ADD A LETTER,,Language,Letters & Letter Play
5931,2,PRESIDENTS,,Politics,Presidents
5932,2,BROADWAY,,Culture,Theatre
5933,2,WOMEN WRITERS,,Language,Literature
5934,2,HEAVENS TO BETSY!,,Entertainment,Movies & Film
5935,2,HITHER & YON,,Geography,Countries
5936,2,"YOU'RE GOING TO ""POT""",,Nature,Parks
5937,3,ON EXHIBIT,,Culture,Events
5938,1,"NATION""Z""",,Geography,Countries
5939,1,"HOME, SWEET TELEVISION HOME",,Geography,Cities
5940,1,FASHION,,Culture,Fashion
5941,1,CELEBRITY AILMENTS,,Science,Health
5942,1,THE NAME GAME,,History,Chronology
5943,1,3-LETTER WORDS,,Language,Letters & Letter Play
5944,2,FAMOUS AMERICANS,,History,Famous Women
5945,2,HITS OF THE '60s,,Music,Contemporary Music
5946,2,LAST WORDS,,Language,Words & Word Play
5947,2,"MIND YOUR SCIENCE ""P""s & ""Q""s",,Science,Outer Space
5948,2,PHOTOGRAPHY,,Language,Words & Word Play
5949,2,SCRAMBLED STATE CAPITALS,,Geography,Cities
5950,3,CLASSIC LITERATURE,,Language,Literature
5951,1,AFTER THE WHITE HOUSE,,Politics,Government
5952,1,WHO'S YOUR DADDY?,,Entertainment,Television
5953,1,MIAMI NICE,,Entertainment,Television
5954,1,FRUIT,,Culture,Food & Drink
5956,1,"""BO""-POURRI",,History,Monarchies
5957,2,THE 60s,,Other,Numbers & Number Play
5958,2,COOL PLACES TO GO,,Geography,Cities
5959,2,FOLK MUSIC,,Music,Contemporary Music
5960,2,PETER,,Geography,Cities
5961,2,POLL,,History,Famous Women
5962,2,MARRIED,,Language,Literature
5963,3,FAMOUS PRODUCTS,,Language,Words & Word Play
5964,1,PLAINS,,Nature,Zoology
5965,1,THE 76th ACADEMY AWARDS,,Entertainment,The Oscars
5966,1,MYTHOLOGICAL WOMEN,,History,Famous Women
5967,1,"FLEX YOUR ""AB""S",,Language,Words & Word Play
5968,1,I HAVE SPOKANE,,Geography,Cities
5970,2,SCIENCE POTPOURRI,,Culture,Awards
5971,2,SINGERS,,Music,Contemporary Music
5972,2,MIND IF I LEAD?,,History,Chronology
5973,2,"A ""LITTLE"" LIT",,Language,Literature
5974,2,HOW ABOUT HOWARD,,Sports,Competition
5975,2,ADVERBS,,Language,Words & Word Play
5976,3,COMMUNICATIONS,,Language,Shakespeare
5977,1,MARINE BIOLOGY,,Geography,Bodies of Water
5978,1,SPORTS BARRIERS,,Sports,Competition
5979,1,THE STAMP ACT,,Other,Stamps
5980,1,AUTHORS' WORKS,,History,Monarchies
5981,1,FIRST 3 LETTERS OF STATES,"(Alex: We will give you a clue that leads you to the first three letters of a state.  You have to give us the state, however.)",Language,Words & Word Play
5982,1,BEFORE & AFTER,,Entertainment,Television
5983,2,GRAND TETON NATIONAL PARK,,Nature,Parks
5984,2,TV RIDES,(Alex: We will give you the [*].  You have to identify the show that featured those modes of transportation.),Entertainment,Television
5985,2,"""G"" WHIZ",,Language,Words & Word Play
5986,2,EDWARD R. MURROW,(Alex: A whole category devoted to...),Language,Words & Word Play
5987,2,GOOD KNIGHT,,History,Famous Women
5988,2,GOOD LUCK,,Culture,Events
5989,3,BUSINESS & INDUSTRY,,Entertainment,Internet
5990,1,ALL AROUND LONDON,,Nature,Parks
